Hawaiian.Name,Scientific.Name,Vernacular.Name,Detail_URL
‘uala,Ipomoea batatas,sweet potato,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=uala
pōhuehue,Ipomoea pes-caprae,beach morning glory,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=pohuehue
manono,Kadua (3 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=manono
koki‘o,Kokia & Hibiscus (5 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kokio
ipu,Lagenaria siceraria,bottle gourd,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ipu
pūkiawe,Leptecophylla tameiameiae,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=pukiawe
nehe,Lipochaeta & Melanthera (20 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=nehe
kolokolo kuahiwi,Lysimachia (2 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kolokolo_uahiwi
‘uki,Machaerina (2 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=uki
pala,Marattia douglasii,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=pala
alani,Melicope (47 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=alani
mokihana,Melicope anisata,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=mokihana
lehua papa,Metrosideros rugosa,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=lehua_papa
‘ōhi‘a lehua,Metrosideros (2 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ohia_lehua
palapalai,Microlepia strigosa,lace fern,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=palapalai
noni,Morinda citrifolia,Indian mulberry,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=noni
mai‘a,Musa x paradisiaca,banana,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=maia
mai‘a hē‘ī,Musa troglodytarum,banana (Tahiti),https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=maia_polapola
naio,Myoporum sandwicense,"false sandalwood, bastard sandalwood",https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=naio
kōlea,Myrsine (20 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kolea
kupukupu,Nephrolepis cordifolia,sword fern,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kupukupu
pāmoho,Nephrolepis exaltata subsp. hawaiiensis,sword fern,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=pamoho
ma‘aloa,Neraudia melastomifolia,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=maaloa
olopua,Nestegis sandwicensis,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=olopua
aiea,Nothocestrum (4 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=aiea
hōlei,Ochrosia (4 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=holei
‘ūlei,Osteomeles anthyllidifolia,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ulei
hala,Pandanus tectorius,screw pine,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=hala
‘ala‘ala wai nui,Peperomia (24 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=alaalawainui
olomea,Perrottetia sandwicensis,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=olomea
laua‘e,Phymatosorus grossus,maile-scented fern,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=lauae
pōpolo kū mai,Phytolacca sandwicensis,"pokeberry, pokeweed",https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=popolokumai
‘awa,Piper methysticum,kava,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=awa
māmaki,Pipturus (4 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=mamaki
pāpala kōpau,Pisonia (5 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=papala_kepau
hō‘awa,Pittosporum (11 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=hoawa
laukahi kuahiwi,Plantago (3 species),plantain,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=laukahi_kuahiwi
hala pepe,Pleomele (6 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=hala_pepe
‘ilie‘e,Plumbago zeylanica,leadwort,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=iliee
‘āla‘a,Pouteria sandwicensis,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=alaa
loulu,Pritchardia (22 species),native fan palm,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=loulu
moa,Psilotum nudum,upright whisk fern,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=moa
kōpiko,Psychotria (11 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kopiko
alahe‘e,Psydrax odorata,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=alahee
hao,Rauvolfia sandwicensis,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=hao
‘ohe makai,Reynoldsia sandwicensis,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ohe_makai
pā‘ihi,Rorippa sarmentosa,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=paihi
‘ākala,Rubus (2 species),Hawaiian raspberry,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=akala
kō,Saccharum officinarum,sugarcane,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ko
‘ama‘u,Sadleria cyatheoides,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=amau
‘iliahi,Santalum (4 species),sandalwood,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=iliahi
a‘e (Sapindus),Sapindus saponaria,soapberry,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ae_S
naupaka kahakai,Scaevola taccada,beach naupaka,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=naupaka_kahakai
naupaka kuahiwi,Scaevola (9 species),dwarf naupaka (S. coriacea,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=naupaka_kuahiwi
‘ohe,Schizostachyum glaucifolium,"native bamboo, Polynesian bamboo",https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ohe
‘aka‘akai,Schoenoplectus lacustris,great bulrush,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=akaakai
kolomona,Senna gaudichaudii,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kolomona
‘ohai,Sesbania tomentosa,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ohai
‘ākulikuli,Sesuvium portulacastrum,sea purslane,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=akulikuli
‘ilima,Sida fallax,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ilima
mau‘u lāili,Sisyrinchium acre,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=mauu_laili
pōpolo,Solanum americanum,glossy nightshade,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=popolo
"māmane,",Sophora chrysophylla,none,"https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=mamane,"
pala‘ā,Sphenomeris chinensis,lace fern,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=palaa
nuku ‘i‘iwi,Strongylodon ruber,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=nuku_iiwi
‘ōhi‘a ‘ai,Syzygium malaccense,"mountain apple, Malay apple",https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ohia_ai
‘ōhi‘a hā,Syzygium sandwicensis,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ohia_ha
pia or arrowroot,Tacca leontopetaloides,Polynesian arrowroot,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=pia_T
‘auhuhu,Tephrosia purpurea,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=auhuhu
‘ohe ‘ohe,Tetraplasandra (8 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ohe_ohe
milo,Thespesia populnea,portia tree,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=milo
olonā,Touchardia latifolia,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=olona
ūpuhe,Urera (2 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=opuhe
‘ōhelo,Vaccinium (3 species),blueberry,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ohelo
pōhinahina,Vitex rotundifolia,beach vitex,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=pohinahina
‘uhaloa,Waltheria indica,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=uhaloa
‘ākia,Wikstroemia (12 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=akia
maua,Xylosma hawaiiense,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=maua
a‘e (Zanthoxylem),Zanthoxylum (4 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ae_Z
‘awapuhi,Zingiber zerumbet,"shampoo ginger, wild ginger",https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=awapuhi
kamani,Calophyllum inophyllum,Alexandrian laurel,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kamani
mai‘a,Musa x paradisiaca,banana,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=maia
mai‘a hē‘ī,Musa troglodytarum,banana (Tahiti),https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=maia_polapola
pōhuehue,Ipomoea pes-caprae,beach morning glory,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=pohuehue
naupaka kahakai,Scaevola taccada,beach naupaka,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=naupaka_kahakai
pōhinahina,Vitex rotundifolia,beach vitex,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=pohinahina
‘ōkaha,Asplenium nidus,bird's nest fern,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=okaha
hoi,Dioscorea bulbifera,"bitter yam, air potato",https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=hoi
‘ōhelo,Vaccinium (3 species),blueberry,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ohelo
ipu,Lagenaria siceraria,bottle gourd,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ipu
‘ulu,Artocarpus altilis,breadfruit,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ulu
la‘amia,Cresentia cujete,calabash tree,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=laamia
kukui,Aleurites moluccana,"candlenut, tung tree",https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kukui
niu,Cocos nucifera,coconut,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=niu
kauna‘oa,Cuscuta sandwichiana,dodder,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kaunaoa
naupaka kuahiwi,Scaevola (9 species),dwarf naupaka (S. coriacea,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=naupaka_kuahiwi
‘ape,Alocasia macrorrhizos,elephant's ear,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ape
naio,Myoporum sandwicense,"false sandalwood, bastard sandalwood",https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=naio
uluhe,Dicranopteris linearis,false staghorn fern,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=uluhe
pōpolo,Solanum americanum,glossy nightshade,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=popolo
‘aka‘akai,Schoenoplectus lacustris,great bulrush,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=akaakai
ma‘o (Gossypium),Gossypium tomentosum,Hawaiian cotton,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=mao_G
nānū,Gardenia (3 species),Hawaiian gardenia,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=nanu
kāwa‘u,Ilex anomala,Hawaiian holly,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kawau
‘ākala,Rubus (2 species),Hawaiian raspberry,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=akala
hinahina,Heliotropium anomalum var. argentea,heliotrope,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=hinahina
ma‘o (Abutilon),Abutilon incanum,hoary abutilon,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=mao_A
noni,Morinda citrifolia,Indian mulberry,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=noni
ali‘ipoe,Canna indica,Indian-shot,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=aliipoe
kūkaepua‘a,Digitaria setigera,itchy crabgrass,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kukaepuaa
koali ‘ai,Ipomoea cairica,ivy-leaved morning glory,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=koali_ai
‘awa,Piper methysticum,kava,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=awa
pala‘ā,Sphenomeris chinensis,lace fern,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=palaa
palapalai,Microlepia strigosa,lace fern,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=palapalai
‘ilie‘e,Plumbago zeylanica,leadwort,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=iliee
laua‘e,Phymatosorus grossus,maile-scented fern,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=lauae
‘ōhi‘a ‘ai,Syzygium malaccense,"mountain apple, Malay apple",https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ohia_ai
‘ohe,Schizostachyum glaucifolium,"native bamboo, Polynesian bamboo",https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ohe
loulu,Pritchardia (22 species),native fan palm,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=loulu
‘a‘ali‘i,Dodonaea viscosa,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=aalii
a‘e (Zanthoxylem),Zanthoxylum (4 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ae_Z
‘ahakea,Bobea (4 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ahakea
‘āheahea,Chenopodium oahuense,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=aheahea
aiea,Nothocestrum (4 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=aiea
‘ākia,Wikstroemia (12 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=akia
‘aākōlea,Athyrium microphyllum,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=akolea
‘āla‘a,Pouteria sandwicensis,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=alaa
‘ala‘ala wai nui,Peperomia (24 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=alaalawainui
alahe‘e,Psydrax odorata,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=alahee
alani,Melicope (47 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=alani
aloalo,Hibiscus (4 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=aloalo
‘ama‘u,Sadleria cyatheoides,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=amau
‘auhuhu,Tephrosia purpurea,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=auhuhu
‘āwikiwiki,Canavalia (6 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=awikiwiki
hō‘awa,Pittosporum (11 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=hoawa
hala pepe,Pleomele (6 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=hala_pepe
hame,Antidesma (2 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=hame
hao,Rauvolfia sandwicensis,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=hao
hau,Hibiscus tiliaceus,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=hau
hōlei,Ochrosia (4 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=holei
‘ie‘ie,Freycinetia arborea,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ieie
‘ilima,Sida fallax,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ilima
kalia,Elaeocarpus bifidus,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kalia
kauila (Colubrina),Colubrina oppositifolia,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kauila_C
kauila (Alphitonia),Alphitonia ponderosa,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kauila_A
koa,Acacia koa,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=koa
koai‘a,Acacia koaia,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=koaia
koali ‘awa,Ipomoea indica,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=koali_awa
kohekohe,Eleocharis (2 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kohekohe
koki‘o,Kokia & Hibiscus (5 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kokio
koki‘o ke‘oke‘o,Hibiscus arnottianus,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kokio_keokeo
ko‘oko‘olau,Bidens (19 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kookoolau
kōlea,Myrsine (20 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kolea
kolokolo kuahiwi,Lysimachia (2 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kolokolo_uahiwi
kolomona,Senna gaudichaudii,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kolomona
kōpiko,Psychotria (11 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kopiko
kou,Cordia subcordata,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kou
"kūkaenēnē,",Coprosma ernodeides,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=kukaenene
lehua papa,Metrosideros rugosa,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=lehua_papa
ma‘aloa,Neraudia melastomifolia,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=maaloa
maile,Alyxia stellata,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=maile
māmaki,Pipturus (4 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=mamaki
"māmane,",Sophora chrysophylla,none,"https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=mamane,"
manono,Kadua (3 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=manono
maua,Xylosma hawaiiense,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=maua
mau‘u lāili,Sisyrinchium acre,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=mauu_laili
mēhamehame,Flueggea neowawraea,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=mehamehame
mokihana,Melicope anisata,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=mokihana
na‘ena‘e,Dubautia (24 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=naenae
nehe,Lipochaeta & Melanthera (20 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=nehe
nīoi,Eugenia (2 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=nioi
nuku ‘i‘iwi,Strongylodon ruber,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=nuku_iiwi
‘ōhā wai,Clermontia (22 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=oha_wai
‘ohai,Sesbania tomentosa,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ohai
‘ohe makai,Reynoldsia sandwicensis,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ohe_makai
‘ohe ‘ohe,Tetraplasandra (8 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ohe_ohe
‘ōhi‘a hā,Syzygium sandwicensis,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ohia_ha
‘ōhi‘a lehua,Metrosideros (2 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ohia_lehua
‘uhaloa,Waltheria indica,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=uhaloa
uhiuhi,Caesalpinia kavaiensis,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=uhiuhi
‘uki,Machaerina (2 species),none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=uki
‘uki‘uki,Dianella sandwicensis,none,https://data.bishopmuseum.org/ethnobotanydb/ethnobotany.php?b=d&ID=ukiuki
